,in_id,query,answers_text,answers_count
21,14047.0,Что деактивирует вас в вашей работе?,разброд в новых процессах,1.0
22,14047.0,Что деактивирует вас в вашей работе?,равнодушные коллеги,1.0
23,14047.0,Что деактивирует вас в вашей работе?,отсутствие обратной связи,1.0
24,14047.0,Что деактивирует вас в вашей работе?,отсутствие поддержки,1.0
25,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
26,14047.0,Что деактивирует вас в вашей работе?,переработки,1.0
27,14047.0,Что деактивирует вас в вашей работе?,не клиентоориентированность,1.0
28,14047.0,Что деактивирует вас в вашей работе?,нет структуры,1.0
29,14047.0,Что деактивирует вас в вашей работе?,мало информирования,1.0
30,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
31,14047.0,Что деактивирует вас в вашей работе?,кривые бизнес процессы,1.0
32,14047.0,Что деактивирует вас в вашей работе?,неопределённость,1.0
33,14047.0,Что деактивирует вас в вашей работе?,неравное распределение задач,1.0
34,14047.0,Что деактивирует вас в вашей работе?,сложно делать простые вещи,1.0
35,14047.0,Что деактивирует вас в вашей работе?,ненужная суета,1.0
36,14047.0,Что деактивирует вас в вашей работе?,культ должности,1.0
37,14047.0,Что деактивирует вас в вашей работе?,недосып,1.0
38,14047.0,Что деактивирует вас в вашей работе?,хочу баланса р/л,1.0
39,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
40,14047.0,Что деактивирует вас в вашей работе?,все долго,1.0
41,14047.0,Что деактивирует вас в вашей работе?,мало командной работы,1.0
42,14047.0,Что деактивирует вас в вашей работе?,иерархия,1.0
43,14047.0,Что деактивирует вас в вашей работе?,накопленная усталось,1.0
44,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
45,14047.0,Что деактивирует вас в вашей работе?,горящие сроки,1.0
46,14047.0,Что деактивирует вас в вашей работе?,ограниченность возможностей,1.0
47,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
48,14047.0,Что деактивирует вас в вашей работе?,рутина,1.0
49,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
50,14047.0,Что деактивирует вас в вашей работе?,еосдо,1.0
51,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
52,14047.0,Что деактивирует вас в вашей работе?,хаос-а наведу ли я порядок?,1.0
53,14047.0,Что деактивирует вас в вашей работе?,плохая коммуникация между депа,1.0
54,14047.0,Что деактивирует вас в вашей работе?,рутина,1.0
55,14047.0,Что деактивирует вас в вашей работе?,неэффективные коммуникации,1.0
56,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
57,14047.0,Что деактивирует вас в вашей работе?,перегруз,1.0
58,14047.0,Что деактивирует вас в вашей работе?,долгое принятие решений,1.0
59,14047.0,Что деактивирует вас в вашей работе?,волокита,1.0
60,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
61,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
62,14047.0,Что деактивирует вас в вашей работе?,суета,1.0
63,14047.0,Что деактивирует вас в вашей работе?,много работы,1.0
64,14047.0,Что деактивирует вас в вашей работе?,переработки,1.0
65,14047.0,Что деактивирует вас в вашей работе?,затянутые процессы,1.0
66,14047.0,Что деактивирует вас в вашей работе?,скидывание ответственности,1.0
67,14047.0,Что деактивирует вас в вашей работе?,закупки,1.0
68,14047.0,Что деактивирует вас в вашей работе?,люди,1.0
69,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
70,14047.0,Что деактивирует вас в вашей работе?,перегрузка в задачах,1.0
71,14047.0,Что деактивирует вас в вашей работе?,согласование в еосдо,1.0
72,14047.0,Что деактивирует вас в вашей работе?,лень,1.0
73,14047.0,Что деактивирует вас в вашей работе?,незавершённые задачи,1.0
74,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
75,14047.0,Что деактивирует вас в вашей работе?,загрузка,1.0
76,14047.0,Что деактивирует вас в вашей работе?,политика,1.0
77,14047.0,Что деактивирует вас в вашей работе?,бюрократия,1.0
78,14047.0,Что деактивирует вас в вашей работе?,тяжелые процессы,1.0
79,14047.0,Что деактивирует вас в вашей работе?,отстранённость коллег,1.0
80,14047.0,Что деактивирует вас в вашей работе?,бюрократизм,1.0
81,14047.0,Что деактивирует вас в вашей работе?,люди,1.0
0,14507.0,Главное слово сессии,единение,1.0
1,14507.0,Главное слово сессии,команда,1.0
2,14507.0,Главное слово сессии,настойчивость,1.0
3,14507.0,Главное слово сессии,команда,1.0
4,14507.0,Главное слово сессии,эффективный позитив,1.0
5,14507.0,Главное слово сессии,новая информация,1.0
6,14507.0,Главное слово сессии,команда,1.0
7,14507.0,Главное слово сессии,взаимодействи,1.0
8,14507.0,Главное слово сессии,коммуникации,1.0
9,14507.0,Главное слово сессии,команда,1.0
10,14507.0,Главное слово сессии,настойчивость,1.0
11,14507.0,Главное слово сессии,стратегия команда знакомство,1.0
12,14507.0,Главное слово сессии,командный результат,1.0
13,14507.0,Главное слово сессии,команда,1.0
14,14507.0,Главное слово сессии,знакомство,1.0
15,14507.0,Главное слово сессии,энергия,1.0
16,14507.0,Главное слово сессии,позитив,1.0
17,14507.0,Главное слово сессии,цель,1.0
18,14507.0,Главное слово сессии,команда,1.0
19,14507.0,Главное слово сессии,взаимодействия,1.0
20,14507.0,Главное слово сессии,активность,1.0
21,14507.0,Главное слово сессии,взаимодействие,1.0
22,14507.0,Главное слово сессии,вещание,1.0
23,14507.0,Главное слово сессии,команда,1.0
24,14507.0,Главное слово сессии,стикеры,1.0
25,14507.0,Главное слово сессии,команда,1.0
26,14507.0,Главное слово сессии,развитие,1.0
27,14507.0,Главное слово сессии,стратегия,1.0
28,14507.0,Главное слово сессии,команда,1.0
29,14507.0,Главное слово сессии,взаимодействие,1.0
30,14507.0,Главное слово сессии,команда,1.0
31,14507.0,Главное слово сессии,инсайты,1.0
32,14507.0,Главное слово сессии,уверенность,1.0
33,14507.0,Главное слово сессии,стратегия,1.0
34,14507.0,Главное слово сессии,достижение,1.0
35,14507.0,Главное слово сессии,команда,1.0
36,14507.0,Главное слово сессии,слышать,1.0
37,14507.0,Главное слово сессии,слушать,1.0
38,14507.0,Главное слово сессии,говорить,1.0
39,14507.0,Главное слово сессии,коммуникация,1.0
40,14507.0,Главное слово сессии,работа в команде,1.0
41,14507.0,Главное слово сессии,команда,1.0
42,14507.0,Главное слово сессии,взаимодействие,1.0
43,14507.0,Главное слово сессии,взаимодействие,1.0
44,14507.0,Главное слово сессии,супер,1.0
45,14507.0,Главное слово сессии,действуй,1.0
46,14507.0,Главное слово сессии,команда,1.0
47,14507.0,Главное слово сессии,команда,1.0
48,14507.0,Главное слово сессии,трансцендентность,1.0
49,14507.0,Главное слово сессии,круто,1.0
50,14507.0,Главное слово сессии,результат,1.0
51,14507.0,Главное слово сессии,команда,1.0
52,14507.0,Главное слово сессии,веселье,1.0
53,14507.0,Главное слово сессии,полезно,1.0
54,14507.0,Главное слово сессии,активно,1.0
55,14507.0,Главное слово сессии,интересно,1.0
56,14507.0,Главное слово сессии,знакомство,1.0
57,14507.0,Главное слово сессии,команда,1.0
58,14507.0,Главное слово сессии,команда,1.0
59,14507.0,Главное слово сессии,команда,1.0
60,14507.0,Главное слово сессии,команда,1.0
61,14507.0,Главное слово сессии,команда,1.0
0,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,"типы лидерства, навыки лидера",1.0
1,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,методы влияния,1.0
2,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,предприниматель как стиль,1.0
3,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,предложенные шаблоны поведения,1.0
4,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,развивать коммуникации,1.0
5,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,навыки лидерства в работе,1.0
6,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,изучение сотрудников по типам,1.0
7,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,типы лидеров по адизесу,1.0
8,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,модель бартрама,1.0
9,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,определение типажей коллег,1.0
10,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,литература,1.0
11,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,трененги,1.0
12,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,основные стратегии влияния,1.0
13,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,все,1.0
14,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,"адизес, принятие изменений",1.0
15,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,по обстоятельствам,1.0
16,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,методики классификации типов л,1.0
17,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,техника внедрения изменений,1.0
18,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,по возможности,1.0
19,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,все),1.0
20,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,методику,1.0
21,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,типы лидерства,1.0
22,14748.0,Что планируете применять из пройденного обучения в ближайшее время?,типы лидерства,1.0
0,14749.0,Ваши открытия за время обучения на модуле,презентация изменений,1.0
1,14749.0,Ваши открытия за время обучения на модуле,выявление слабых сторон,1.0
2,14749.0,Ваши открытия за время обучения на модуле,пища для ума,1.0
3,14749.0,Ваши открытия за время обучения на модуле,2 подхода к стилям лидерства,1.0
4,14749.0,Ваши открытия за время обучения на модуле,советы по руководству,1.0
5,14749.0,Ваши открытия за время обучения на модуле,новые методики,1.0
6,14749.0,Ваши открытия за время обучения на модуле,нестандартные решения,1.0
7,14749.0,Ваши открытия за время обучения на модуле,метод азизеса,1.0
8,14749.0,Ваши открытия за время обучения на модуле,много,1.0
9,14749.0,Ваши открытия за время обучения на модуле,переосмысление,1.0
10,14749.0,Ваши открытия за время обучения на модуле,.,1.0
11,14749.0,Ваши открытия за время обучения на модуле,типы лидерства по адизесу,1.0
12,14749.0,Ваши открытия за время обучения на модуле,модель бартрама,1.0
13,14749.0,Ваши открытия за время обучения на модуле,модели лидеров,1.0
14,14749.0,Ваши открытия за время обучения на модуле,лидерство не врожденное,1.0
15,14749.0,Ваши открытия за время обучения на модуле,его можно развить,1.0
16,14749.0,Ваши открытия за время обучения на модуле,подход к вопросам,1.0
17,14749.0,Ваши открытия за время обучения на модуле,"да, открытия были)",1.0
18,14749.0,Ваши открытия за время обучения на модуле,что всё возможно!,1.0
19,14749.0,Ваши открытия за время обучения на модуле,механизмы,1.0
20,14749.0,Ваши открытия за время обучения на модуле,возможность роста,1.0
0,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,в пср донести акционерам мысль,1.0
1,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,"о том, что изменение нужно име",1.0
2,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,именно сейчвс,1.0
3,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,неизбежность изменений,1.0
4,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,вовлечение масс,1.0
5,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,спонсор проекта,1.0
6,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,управление слухами,1.0
7,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,разносторонняя команда,1.0
8,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,необходимость изменений,1.0
9,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,найти кто продвинет идею,1.0
10,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,доступно показать проблему,1.0
11,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,применять,1.0
12,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,управление слухами,1.0
13,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,этапы изменений,1.0
14,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,вовлечение,1.0
15,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,adkar,1.0
16,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,принятие необходимости изменен,1.0
17,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,необходимость изменений,1.0
18,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,этапы изменений,1.0
19,14991.0,Что планируете применять из пройденного обучения в ближайшее время?,утоплю пингвина,1.0
0,15030.0,Откуда вы?,россия,1.0
1,15030.0,Откуда вы?,балаковская аэс,1.0
2,15030.0,Откуда вы?,усолье-сибирское,1.0
3,15030.0,Откуда вы?,усолье сибирское,1.0
4,15030.0,Откуда вы?,усолье-сибирское,1.0
5,15030.0,Откуда вы?,сосновый бор,1.0
6,15030.0,Откуда вы?,зеленогорск красноярского,1.0
7,15030.0,Откуда вы?,москва,1.0
8,15030.0,Откуда вы?,трехгорный,1.0
9,15030.0,Откуда вы?,балаковская аэс,1.0
10,15030.0,Откуда вы?,удомля,1.0
11,15030.0,Откуда вы?,усолье-сибирское,1.0
12,15030.0,Откуда вы?,москва,1.0
13,15030.0,Откуда вы?,калининская аэс,1.0
14,15030.0,Откуда вы?,"нижегородская область, саров",1.0
15,15030.0,Откуда вы?,трехгорный,1.0
16,15030.0,Откуда вы?,трехгорный,1.0
17,15030.0,Откуда вы?,москва,1.0
18,15030.0,Откуда вы?,сосновый бор,1.0
19,15030.0,Откуда вы?,саров,1.0
20,15030.0,Откуда вы?,москва,1.0
21,15030.0,Откуда вы?,г. саров,1.0
22,15030.0,Откуда вы?,зеленогорск,1.0
23,15030.0,Откуда вы?,зеленогорск,1.0
24,15030.0,Откуда вы?,москва,1.0
25,15030.0,Откуда вы?,новосибирск,1.0
26,15030.0,Откуда вы?,из лесного,1.0
27,15030.0,Откуда вы?,город лесной,1.0
28,15030.0,Откуда вы?,трехгорный,1.0
29,15030.0,Откуда вы?,"москва, гринатом",1.0
30,15030.0,Откуда вы?,москва атомэнергосбыт💪,1.0
31,15030.0,Откуда вы?,санкт-петербург,1.0
32,15030.0,Откуда вы?,новосибирск,1.0
33,15030.0,Откуда вы?,"гринатом, москва",1.0
34,15030.0,Откуда вы?,москва,1.0
35,15030.0,Откуда вы?,росатом,1.0
36,15030.0,Откуда вы?,глазов удмуртия россия!!!!,1.0
37,15030.0,Откуда вы?,москва. гринатом,1.0
38,15030.0,Откуда вы?,"ао ""аэхк""",1.0
39,15030.0,Откуда вы?,глазов,1.0
40,15030.0,Откуда вы?,электросталь,1.0
41,15030.0,Откуда вы?,"мсз, электросталь",1.0
42,15030.0,Откуда вы?,оттуда,1.0
43,15030.0,Откуда вы?,снежинск,1.0
44,15030.0,Откуда вы?,москва,1.0
45,15030.0,Откуда вы?,точмаш,1.0
46,15030.0,Откуда вы?,ковров,1.0
47,15030.0,Откуда вы?,москва,1.0
0,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,поездка в екатеринбург,1.0
1,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,приезд в екатеринбург,1.0
2,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,прогулка по екатеринбургу,1.0
3,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,командировка,1.0
4,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,"хорошо, что не случилось плохо",1.0
5,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,приехала в екатеринбург,1.0
6,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,перелет,1.0
7,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,почти ничего ((,1.0
8,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,командировка в екатеринбург),1.0
9,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,ничего плохого,1.0
10,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,приезд на баркэмп,1.0
11,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,приехала впервые в екатеринбур,1.0
12,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,участвую в баркемпе,1.0
13,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,день рожденье у яны ивановны.,1.0
14,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,фгдс😄,1.0
15,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,день рождения,1.0
16,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,ухожу в отпуск,1.0
17,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,поездка в командировку,1.0
18,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,купили кролика,1.0
19,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,приехали в екатеринбург,1.0
20,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,день рождения,1.0
21,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,иду в отпуск,1.0
22,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,"ел, пил, любил",1.0
23,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,приехала на баркемп,1.0
24,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,я все ещё в отпуске,1.0
25,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,фгдс😄,1.0
26,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,встреча! общение! новый вектор,1.0
27,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,мы снова собрались  вместе❤,1.0
28,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,все хорошо,1.0
29,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,отрицательный пцр,1.0
30,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,юбилей предприятия и города,1.0
31,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,росатом согласовал ходатайство,1.0
32,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,классная прогулка с друзьями,1.0
33,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,командировка :),1.0
34,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,прилетела в екатеринбург,1.0
35,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,получила повышение,1.0
36,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,отметила повышение,1.0
37,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,влюбилась в себя,1.0
38,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,путешествия,1.0
39,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,посмотрел телевизор,1.0
40,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,прибыли в екатеринбург,1.0
41,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,выспался,1.0
42,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,открытие as-2022,1.0
43,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,я жиff,1.0
44,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,полет на самолете,1.0
45,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,вышел из отпуска,1.0
46,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,работаю в выходные,1.0
47,15031.0,Что хорошего с Вами произошло на этой неделе? Поделитесь радостью,проснулся :),1.0
0,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),нового,1.0
1,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),идей,1.0
2,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),чего-то нового,1.0
3,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),опыт,1.0
4,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),нового,1.0
5,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новых знакомств,1.0
6,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),положительных эмоций,1.0
7,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новых эмоций,1.0
8,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),изменений,1.0
9,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),эффективность,1.0
10,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),участие,1.0
11,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),развития,1.0
12,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),нового,1.0
13,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),продуктивности и разульт-ти,1.0
14,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),неожиданного,1.0
15,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),позитива,1.0
16,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новой информации,1.0
17,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новые идеи,1.0
18,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),интересной программы,1.0
19,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),развития,1.0
20,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),поддержка идей,1.0
21,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новые идеи,1.0
22,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),disrapt,1.0
23,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),связь тем с прошлым годом,1.0
24,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),максимальной отдачи,1.0
25,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),"обмен опытом, новый взгляд!",1.0
26,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),продуктивности и результат-ти,1.0
27,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),понимания правильно ли мы идём,1.0
28,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),контакты,1.0
29,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),продуктивности,1.0
30,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),пользы,1.0
31,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),заряда,1.0
32,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),вдохновения,1.0
33,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новых идей,1.0
34,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новый опыт,1.0
35,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),ясности по дальнейшим шагам,1.0
36,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),результата,1.0
37,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),знания,1.0
38,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),понимания,1.0
39,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),продуктивности,1.0
40,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),нового,1.0
41,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),ох и ах,1.0
42,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новых идей для своего предприя,1.0
43,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),нового вектора,1.0
44,15032.0,Чего ждёте от Баркемпа (ожидание 1 словом),новых вводных,1.0
0,15079.0,Слово дня,победа,1.0
1,15079.0,Слово дня,неожиданный поворот,1.0
2,15079.0,Слово дня,разобраться,1.0
3,15079.0,Слово дня,обратной дороги нет,1.0
4,15079.0,Слово дня,заслуженный человек,1.0
5,15079.0,Слово дня,вдохновение работать,1.0
6,15079.0,Слово дня,таланты,1.0
7,15079.0,Слово дня,мы все крутые,1.0
8,15079.0,Слово дня,класс,1.0
9,15079.0,Слово дня,идея,1.0
10,15079.0,Слово дня,кайфуйте,1.0
11,15079.0,Слово дня,работа,1.0
12,15079.0,Слово дня,треш,1.0
13,15079.0,Слово дня,коммуникация,1.0
14,15079.0,Слово дня,"много слов, мало дел",1.0
15,15079.0,Слово дня,балиииин эх ну хорошо же)),1.0
16,15079.0,Слово дня,о-го-го,1.0
17,15079.0,Слово дня,штурм,1.0
18,15079.0,Слово дня,развитие,1.0
19,15079.0,Слово дня,штурм,1.0
20,15079.0,Слово дня,железный занавес,1.0
21,15079.0,Слово дня,взрыв мозга,1.0
22,15079.0,Слово дня,класс,1.0
23,15079.0,Слово дня,пипец,1.0
24,15079.0,Слово дня,фантастика,1.0
25,15079.0,Слово дня,открытие,1.0
26,15079.0,Слово дня,разногласия,1.0
27,15079.0,Слово дня,брокколи,1.0
28,15079.0,Слово дня,загрузка,1.0
29,15079.0,Слово дня,народ,1.0
30,15079.0,Слово дня,устала,1.0
31,15079.0,Слово дня,напрасно,1.0
32,15079.0,Слово дня,доплыли...,1.0
33,15079.0,Слово дня,загруженность,1.0
34,15079.0,Слово дня,роботизация,1.0
35,15079.0,Слово дня,бомба!,1.0
36,15079.0,Слово дня,прорыв,1.0
37,15079.0,Слово дня,skynet,1.0
38,15079.0,Слово дня,скайнет,1.0
39,15079.0,Слово дня,необычно,1.0
40,15079.0,Слово дня,продуктивность,1.0
41,15079.0,Слово дня,потенциал,1.0
42,15079.0,Слово дня,сценирование,1.0
43,15079.0,Слово дня,было весело и интересно 🤗,1.0
44,15079.0,Слово дня,феникс,1.0
45,15079.0,Слово дня,штурм,1.0
46,15079.0,Слово дня,мерча не дали,1.0
47,15079.0,Слово дня,тормоз,1.0
48,15079.0,Слово дня,сценарий,1.0
49,15079.0,Слово дня,взрыв мозга,1.0
50,15079.0,Слово дня,апокалипсис,1.0
51,15079.0,Слово дня,раскрытие,1.0
0,15080.0,Что было полезного?,все,1.0
1,15080.0,Что было полезного?,сценарии,1.0
2,15080.0,Что было полезного?,юниоры росатома,1.0
3,15080.0,Что было полезного?,продолжение,1.0
4,15080.0,Что было полезного?,всё,1.0
5,15080.0,Что было полезного?,результаты опроса,1.0
6,15080.0,Что было полезного?,живое общение,1.0
7,15080.0,Что было полезного?,коммуникации,1.0
8,15080.0,Что было полезного?,все,1.0
9,15080.0,Что было полезного?,коммуникация,1.0
10,15080.0,Что было полезного?,общение с коллегами,1.0
11,15080.0,Что было полезного?,узнать проблемы других городов,1.0
12,15080.0,Что было полезного?,"коммуникации,гибкость мышления",1.0
13,15080.0,Что было полезного?,сценарии,1.0
14,15080.0,Что было полезного?,все,1.0
15,15080.0,Что было полезного?,перекур на кофе брейке,1.0
16,15080.0,Что было полезного?,5,1.0
17,15080.0,Что было полезного?,знакомство с дивизионами,1.0
18,15080.0,Что было полезного?,каждый шаг,1.0
19,15080.0,Что было полезного?,фантастика,1.0
20,15080.0,Что было полезного?,общение со студентами,1.0
21,15080.0,Что было полезного?,навык создания стратегии,1.0
22,15080.0,Что было полезного?,коллективный разум,1.0
23,15080.0,Что было полезного?,взгляд в будущее,1.0
24,15080.0,Что было полезного?,построение конкурса,1.0
25,15080.0,Что было полезного?,работа в группе,1.0
26,15080.0,Что было полезного?,знакомство с умными людьми,1.0
27,15080.0,Что было полезного?,бомбически,1.0
28,15080.0,Что было полезного?,общение,1.0
29,15080.0,Что было полезного?,осмысливаю,1.0
30,15080.0,Что было полезного?,"много, но надо подумать",1.0
31,15080.0,Что было полезного?,честность,1.0
32,15080.0,Что было полезного?,общение с людьми,1.0
33,15080.0,Что было полезного?,знакомство,1.0
34,15080.0,Что было полезного?,общение,1.0
35,15080.0,Что было полезного?,обед,1.0
36,15080.0,Что было полезного?,связь поколений,1.0
37,15080.0,Что было полезного?,мозговой штурм,1.0
38,15080.0,Что было полезного?,все! особенно мониторинг,1.0
39,15080.0,Что было полезного?,юмор,1.0
40,15080.0,Что было полезного?,переместиться в 2032,1.0
