,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
519,848,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровизация всех возможных пр,1.0,цифровизация процессов,neutrals,ru,ru
520,849,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровизация процессов,1.0,цифровизация процессов,neutrals,ru,ru
521,851,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровое производство,5.0,цифровое производство,neutrals,ru,ru
522,852,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровые платформы,1.0,цифровые платформы,neutrals,ru,ru
523,854,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,экосистема. нейроморфные ит,1.0,экосистема нейроморфные информационные технологии,neutrals,ru,ru
524,855,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,экспорт it-продуктов,1.0,экспорт информационные технологии продуктов,neutrals,ru,ru
525,856,24295.0,"Напишите свой филиал, структурное подразделение или город",ао фпк г киров,1.0,акционерное общество федеральная пассажирская компания г киров,neutrals,ru,ru
526,858,24295.0,"Напишите свой филиал, структурное подразделение или город",брянск,2.0,брянск,neutrals,ru,ru
527,859,24295.0,"Напишите свой филиал, структурное подразделение или город",вагонный участок архангельск,1.0,вагонный участок архангельск,neutrals,ru,ru
528,860,24295.0,"Напишите свой филиал, структурное подразделение или город",восточно- сибирский филиал,1.0,восточно сибирский филиал,neutrals,ru,ru
529,861,24295.0,"Напишите свой филиал, структурное подразделение или город",восточное-сибирский,1.0,восточно сибирский филиал,neutrals,ru,ru
530,864,24295.0,"Напишите свой филиал, структурное подразделение или город",глазов удмуртия,1.0,глазов удмуртия,neutrals,ru,ru
531,865,24295.0,"Напишите свой филиал, структурное подразделение или город",горьковский,1.0,горьковский филиал,neutrals,ru,ru
532,866,24295.0,"Напишите свой филиал, структурное подразделение или город",горьковский филиал,6.0,горьковский филиал,neutrals,ru,ru
533,871,24295.0,"Напишите свой филиал, структурное подразделение или город",уральский екатеринбург,1.0,екатеринбург,neutrals,ru,ru
534,876,24295.0,"Напишите свой филиал, структурное подразделение или город",лвч14 куйбышевского филиала,1.0,куйбышевский филиал г уфа,neutrals,ru,ru
535,878,24295.0,"Напишите свой филиал, структурное подразделение или город",красноярск,1.0,красноярск,neutrals,ru,ru
536,879,24295.0,"Напишите свой филиал, структурное подразделение или город",моск лвчд 15,1.0,москва лвчд 15,neutrals,ru,ru
537,880,24295.0,"Напишите свой филиал, структурное подразделение или город",москва,3.0,москва,neutrals,ru,ru
538,881,24295.0,"Напишите свой филиал, структурное подразделение или город",центральный офис,1.0,центральный офис,neutrals,ru,ru
539,883,24295.0,"Напишите свой филиал, структурное подразделение или город",москва(челябинск),1.0,москва челябинск,neutrals,ru,ru
540,884,24295.0,"Напишите свой филиал, структурное подразделение или город",нижний новгород,1.0,горьковский филиал,neutrals,ru,ru
541,886,24295.0,"Напишите свой филиал, структурное подразделение или город",саратов приволжский филиал)),1.0,приволжский,neutrals,ru,ru
542,887,24295.0,"Напишите свой филиал, структурное подразделение или город",приволжский,2.0,приволжский,neutrals,ru,ru
543,890,24295.0,"Напишите свой филиал, структурное подразделение или город",северо-западный спб,1.0,санкт петербург,neutrals,ru,ru
544,891,24295.0,"Напишите свой филиал, структурное подразделение или город",с-зап санкт-петербург,1.0,санкт петербург,neutrals,ru,ru
545,893,24295.0,"Напишите свой филиал, структурное подразделение или город",хабаровск,2.0,хабаровск,neutrals,ru,ru
546,896,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,активные,1.0,активность,positives,ru,ru
547,897,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,энергичность,3.0,энергичность,positives,ru,ru
548,898,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,энергичный,1.0,энергичность,positives,ru,ru
549,899,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,амбициозность,3.0,амбициозность,positives,ru,ru
550,900,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,вежливость,1.0,вежливость,positives,ru,ru
551,901,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,вера в лучшее,1.0,вера в лучшее,positives,ru,ru
552,902,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,заинтересованный,1.0,заинтересованный,positives,ru,ru
553,903,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,идет в ногу со временем,1.0,идет в ногу со временем,positives,ru,ru
554,906,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,инициативность,7.0,инициативный,positives,ru,ru
555,907,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,инициативный,2.0,инициативный,positives,ru,ru
556,910,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,коммуникабельность,1.0,коммуникабельность,positives,ru,ru
557,911,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,компетентность,1.0,компетентность,positives,ru,ru
558,912,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,компетентный,1.0,компетентность,positives,ru,ru
559,914,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,творческая,1.0,креативность,positives,ru,ru
560,915,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,любопытство,1.0,любопытство,neutrals,ru,ru
561,916,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,настойчивость,1.0,настойчивость,positives,ru,ru
562,917,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,небритый но добрый,1.0,небритый но добрый,positives,ru,ru
563,918,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,новый взгляд на организацию ра,1.0,новый взгляд на организацию работы,neutrals,ru,ru
564,919,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,ответственность,1.0,ответственность,positives,ru,ru
565,920,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,человек дела,1.0,человек дела,positives,ru,ru
566,921,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,продуктивный,1.0,результативность,positives,ru,ru
567,924,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,решительность,1.0,решительность,positives,ru,ru
568,925,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,скромность,1.0,скромность,neutrals,ru,ru
569,929,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,стремление,1.0,целеустремлённость,neutrals,ru,ru
570,930,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,стрессоустойчивый,1.0,стрессоустойчивый,positives,ru,ru
571,932,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,трудолюбие,1.0,трудолюбие,positives,ru,ru
572,933,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,усидчивость,1.0,усидчивость,positives,ru,ru
573,934,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,целеустремленность,1.0,целеустремлённость,positives,ru,ru
574,935,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,целеустремлённость,1.0,целеустремлённость,positives,ru,ru
575,938,24308.0,Что Вы узнали на сегодняшнем обучении?,кадровые резервы,1.0,кадровые резервы,neutrals,ru,ru
576,939,24308.0,Что Вы узнали на сегодняшнем обучении?,какие есть резервы в ао фпк,1.0,какие есть резервы в ао фпк,neutrals,ru,ru
577,941,24308.0,Что Вы узнали на сегодняшнем обучении?,кто такой молодой специалист,1.0,кто такой молодой специалист,neutrals,ru,ru
578,948,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,вовлеченность персонала,1.0,вовлечённость персонала,positives,ru,ru
579,949,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,вовлечённость персонала,1.0,вовлечённость персонала,positives,ru,ru
580,950,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,использование стандарта,1.0,использование стандарта,neutrals,ru,ru
581,952,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,новые коммуникации,1.0,новые коммуникации,neutrals,ru,ru
582,953,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,обновление стандартов,1.0,обновление стандартов,neutrals,ru,ru
583,955,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,повыш. профф-ма сотрудников,1.0,рост квалификации сотрудников,positives,ru,ru
584,956,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,повышение квалификации,1.0,рост квалификации сотрудников,positives,ru,ru
585,957,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,развитие навыков,1.0,рост квалификации сотрудников,positives,ru,ru
586,961,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,расходы,1.0,расходы,neutrals,ru,ru
587,963,24333.0,Что бизнес (компании участники) сейчас получают от чемпионатов?,технологии,1.0,технологии,neutrals,ru,ru
588,964,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,взаимовыгодное партнерство,1.0,партнёрство,positives,ru,ru
589,965,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,партнерство,1.0,партнёрство,positives,ru,ru
590,966,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,партнёрство,2.0,партнёрство,positives,ru,ru
591,967,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,новые контракты,1.0,новые контракты,neutrals,ru,ru
592,969,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,продвижение услуг,1.0,реклама,positives,ru,ru
593,974,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,узнать лучшие практики,1.0,узнать лучшие практики,positives,ru,ru
594,975,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,финансовые вливания,1.0,финансы,neutrals,ru,ru
595,976,24334.0,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,финансы,1.0,финансы,neutrals,ru,ru
596,977,24335.0,Что образование сейчас получает от чемпионатов?,векторы для новых программ,1.0,векторы для новых программ,neutrals,ru,ru
597,978,24335.0,Что образование сейчас получает от чемпионатов?,кейсы для развития,1.0,решение для развития,neutrals,ru,ru
598,980,24335.0,Что образование сейчас получает от чемпионатов?,новые решения,1.0,новые решения,neutrals,ru,ru
599,981,24335.0,Что образование сейчас получает от чемпионатов?,новый уровень,1.0,новый уровень,neutrals,ru,ru
600,982,24335.0,Что образование сейчас получает от чемпионатов?,уровень подготовки студентов,1.0,уровень подготовки студентов,neutrals,ru,ru
601,983,24335.0,Что образование сейчас получает от чемпионатов?,опыт,1.0,опыт,positives,ru,ru
602,984,24335.0,Что образование сейчас получает от чемпионатов?,ориентиры для опережающей подг,1.0,ориентиры для опережающей подготовки,neutrals,ru,ru
603,986,24335.0,Что образование сейчас получает от чемпионатов?,формирование новых стандартов,1.0,планку стандартов,neutrals,ru,ru
604,987,24335.0,Что образование сейчас получает от чемпионатов?,производственные задачи,1.0,производственные задачи,neutrals,ru,ru
605,989,24335.0,Что образование сейчас получает от чемпионатов?,развитие образовательных прог,1.0,развитие образовательных программ,positives,ru,ru
606,990,24335.0,Что образование сейчас получает от чемпионатов?,связь с практическим производс,1.0,связь с практическим производством,neutrals,ru,ru
607,991,24335.0,Что образование сейчас получает от чемпионатов?,системность образования,1.0,системность образования,neutrals,ru,ru
608,993,24335.0,Что образование сейчас получает от чемпионатов?,целевого студента,1.0,студента,neutrals,ru,ru
609,994,24335.0,Что образование сейчас получает от чемпионатов?,улучшение инфраструктуры,1.0,улучшение инфраструктуры,positives,ru,ru
610,995,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),боевое,3.0,боевое,positives,ru,ru
611,996,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),готова к приключениям,1.0,боевое,positives,ru,ru
612,997,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),в радостном предвкушении,1.0,в радостном предвкушении,positives,ru,ru
613,999,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),веселое,1.0,настроение на позитиве,positives,ru,ru
614,1002,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),позитивный настрой,1.0,настроение на позитиве,positives,ru,ru
615,1005,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),волнительное,1.0,волнение,neutrals,ru,ru
616,1007,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),воодушевлена,1.0,воодушевлена,positives,ru,ru
617,1011,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),мирное,1.0,мирное,neutrals,ru,ru
618,1012,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),неопределённость,1.0,неопределённость,negatives,ru,ru
619,1013,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),нормальное,1.0,нормальное,neutrals,ru,ru
620,1014,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),спокойное,1.0,мирное,positives,ru,ru
621,1017,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),приподнятое,1.0,отлично,positives,ru,ru
622,1018,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),супер-пупер-отличное),1.0,отлично,positives,ru,ru
623,1019,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),просыпаюсь),1.0,просыпаюсь,neutrals,ru,ru
624,1020,24362.0,Опишите своё эмоциональное состояние в данный момент (одним словом),сонливость,1.0,сонливость,neutrals,ru,ru
625,1023,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",все получилось!,1.0,все получилось,positives,ru,ru
626,1024,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",успешный успех,1.0,все получилось,positives,ru,ru
627,1025,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",эффективно,1.0,плодотворные,positives,ru,ru
628,1029,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",не было таких,1.0,не было таких,neutrals,ru,ru
629,1030,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",не мытьем так катанием,1.0,не мытьем так катанием,neutrals,ru,ru
630,1032,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",партнерство,1.0,партнерство,positives,ru,ru
631,1033,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",плодотворные,1.0,плодотворные,positives,ru,ru
632,1035,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",раздражение и усталость,1.0,раздражительность,negatives,ru,ru
633,1036,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",раздражительность,1.0,раздражительность,negatives,ru,ru
634,1038,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",странная оценка,1.0,странная оценка,neutrals,ru,ru
635,1039,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",уверенность,1.0,уверенность,positives,ru,ru
636,1042,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",удовлетворение и усталость,1.0,удовлетворительное,positives,ru,ru
637,1043,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",удовлетворительное,1.0,удовлетворительное,positives,ru,ru
638,1044,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",упрямось терпение настойчивост,1.0,упрямость терпение настойчивость,positives,ru,ru
639,1045,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",упрямый заказчик,1.0,упрямый заказчик,neutrals,ru,ru
640,1046,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",усталость,1.0,усталость,negatives,ru,ru
641,1047,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",хорошие,1.0,хорошие,positives,ru,ru
642,1048,24376.0,"Напишите ощущения от последних переговорах с Заказчиком, в которых вы участвовали?",я играл на них мебель,1.0,я играл на них мебель,neutrals,ru,ru
643,1052,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,гибкости,1.0,гибкости,positives,ru,ru
644,1053,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,граммотного перевода,1.0,грамотного перевода,positives,ru,ru
645,1055,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,дополнительной информации,1.0,дополнительной информации,neutrals,ru,ru
646,1058,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,компетенциий,1.0,компетенции,neutrals,ru,ru
647,1059,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,компетенций заказчика,1.0,квалификации заказчика,neutrals,ru,ru
648,1061,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,личного общения,1.0,личного общения,neutrals,ru,ru
649,1062,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,навыков ведения переговоров,1.0,компетенции,neutrals,ru,ru
650,1065,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,понимания желания заказчика,1.0,взаимопонимания,positives,ru,ru
651,1066,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,понимания процесса переговоров,1.0,понимания процесса переговоров,positives,ru,ru
652,1067,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,стремления договориться,1.0,стремления договориться,neutrals,ru,ru
653,1070,24377.0,Чего не хватает в проведении переговоров с Заказчиками?,уверенности в себе,1.0,уверенности,positives,ru,ru
654,1073,24378.0,Напишите сильные стороны переговорщиков в Росатоме,административный ресурс,1.0,административный ресурс,neutrals,ru,ru
655,1075,24378.0,Напишите сильные стороны переговорщиков в Росатоме,гибкость,1.0,гибкость,positives,ru,ru
656,1076,24378.0,Напишите сильные стороны переговорщиков в Росатоме,грамотные технические спецы,1.0,грамотные технические специалисты,positives,ru,ru
657,1078,24378.0,Напишите сильные стороны переговорщиков в Росатоме,заёмными средствами,1.0,заёмными средствами,neutrals,ru,ru
658,1081,24378.0,Напишите сильные стороны переговорщиков в Росатоме,знания и опыт,1.0,знания,positives,ru,ru
659,1083,24378.0,Напишите сильные стороны переговорщиков в Росатоме,компетентность уважение,1.0,компетентность уважение,positives,ru,ru
660,1084,24378.0,Напишите сильные стороны переговорщиков в Росатоме,компетентностью и квалифик,1.0,компетентностью и квалификацией,positives,ru,ru
661,1085,24378.0,Напишите сильные стороны переговорщиков в Росатоме,компетенции,1.0,компетентность уважение,neutrals,ru,ru
662,1086,24378.0,Напишите сильные стороны переговорщиков в Росатоме,лидеры в отрасли,1.0,лидеры в отрасли,positives,ru,ru
663,1087,24378.0,Напишите сильные стороны переговорщиков в Росатоме,опыт,3.0,опыт,positives,ru,ru
664,1088,24378.0,Напишите сильные стороны переговорщиков в Росатоме,опытом,1.0,опыт,positives,ru,ru
665,1089,24378.0,Напишите сильные стороны переговорщиков в Росатоме,опыт строительства,1.0,опыт строительства,positives,ru,ru
666,1091,24378.0,Напишите сильные стороны переговорщиков в Росатоме,подготовка,2.0,подготовка,neutrals,ru,ru
667,1092,24378.0,Напишите сильные стороны переговорщиков в Росатоме,продукты сильнее на рынке,1.0,продукты сильнее на рынке,positives,ru,ru
668,1094,24378.0,Напишите сильные стороны переговорщиков в Росатоме,сильная стартовая позиция,2.0,сильная стартовая позиция,positives,ru,ru
669,1095,24378.0,Напишите сильные стороны переговорщиков в Росатоме,референции,1.0,референции,neutrals,ru,ru
670,1097,24378.0,Напишите сильные стороны переговорщиков в Росатоме,упрямость,1.0,упрямость,neutrals,ru,ru
671,1099,24379.0,Какие зоны роста в переговорах вы видите?,английский язык,1.0,английский язык,neutrals,ru,ru
672,1101,24379.0,Какие зоны роста в переговорах вы видите?,аргументированность,1.0,аргументы,positives,ru,ru
673,1103,24379.0,Какие зоны роста в переговорах вы видите?,более жесткая позиция,1.0,жесткость,neutrals,ru,ru
674,1104,24379.0,Какие зоны роста в переговорах вы видите?,больше опыта,1.0,больше опыта,positives,ru,ru
675,1105,24379.0,Какие зоны роста в переговорах вы видите?,брать на себя роль лидера,1.0,брать на себя роль лидера,neutrals,ru,ru
676,1106,24379.0,Какие зоны роста в переговорах вы видите?,взаимные интересы,1.0,взаимные интересы,positives,ru,ru
677,1107,24379.0,Какие зоны роста в переговорах вы видите?,гибкость,1.0,гибкость,positives,ru,ru
678,1108,24379.0,Какие зоны роста в переговорах вы видите?,жесткость,1.0,жесткость,neutrals,ru,ru
679,1109,24379.0,Какие зоны роста в переговорах вы видите?,инициативность,2.0,инициативность,positives,ru,ru
680,1111,24379.0,Какие зоны роста в переговорах вы видите?,культурные тонкости,1.0,культурные тонкости,neutrals,ru,ru
681,1112,24379.0,Какие зоны роста в переговорах вы видите?,лучше торговаться,1.0,лучше торговаться,positives,ru,ru
682,1113,24379.0,Какие зоны роста в переговорах вы видите?,международная специфика,1.0,международная специфика,neutrals,ru,ru
683,1114,24379.0,Какие зоны роста в переговорах вы видите?,не лидера но ближе к этому,1.0,не лидера но ближе к этому,neutrals,ru,ru
684,1116,24379.0,Какие зоны роста в переговорах вы видите?,обширные возможности,1.0,обширные возможности,positives,ru,ru
685,1117,24379.0,Какие зоны роста в переговорах вы видите?,предпринимательский подход,1.0,предпринимательский подход,neutrals,ru,ru
686,1119,24379.0,Какие зоны роста в переговорах вы видите?,эмоциональный интеллект,1.0,эмоциональный интеллект,positives,ru,ru
687,1120,24379.0,Какие зоны роста в переговорах вы видите?,развивать компетенции,1.0,развивать компетенции,positives,ru,ru
688,1121,24379.0,Какие зоны роста в переговорах вы видите?,слушать,1.0,слышать партнёров,neutrals,ru,ru
689,1122,24379.0,Какие зоны роста в переговорах вы видите?,слышать партнёров,1.0,слышать партнёров,positives,ru,ru
690,1123,24379.0,Какие зоны роста в переговорах вы видите?,уверенность,1.0,уверенность,positives,ru,ru
691,1124,24379.0,Какие зоны роста в переговорах вы видите?,управление эмоциями,1.0,эмоциональный интеллект,neutrals,ru,ru
692,1125,24379.0,Какие зоны роста в переговорах вы видите?,эмоции,1.0,эмоции,neutrals,ru,ru
693,1126,24379.0,Какие зоны роста в переговорах вы видите?,устойчивые,1.0,устойчивые,positives,ru,ru
694,1128,24379.0,Какие зоны роста в переговорах вы видите?,четкость позиции,1.0,четкость позиции,positives,ru,ru
695,1130,24379.0,Какие зоны роста в переговорах вы видите?,эмпатия,1.0,эмпатия,positives,ru,ru
696,1131,24446.0,Мой город/город где я живу,г. усолье-сибирское,1.0,усолье-сибирское,neutrals,ru,ru
697,1132,24446.0,Мой город/город где я живу,усолье-сибирское,3.0,усолье-сибирское,neutrals,ru,ru
698,1133,24446.0,Мой город/город где я живу,железногорск,1.0,железногорск,neutrals,ru,ru
699,1134,24446.0,Мой город/город где я живу,москва,1.0,москва,neutrals,ru,ru
700,1137,24519.0,Каким словом можно описать состояние молодежи Росатома сегодня?,в ресурсе,1.0,в ресурсе,context cluster,ru,ru
701,1138,24519.0,Каким словом можно описать состояние молодежи Росатома сегодня?,в шоколаде,1.0,в шоколаде,context sentiment,ru,ru
702,1139,24519.0,Каким словом можно описать состояние молодежи Росатома сегодня?,вовлеченная,1.0,вовлеченная,context sentiment,ru,ru
703,1140,24519.0,Каким словом можно описать состояние молодежи Росатома сегодня?,вовлеченное,2.0,вовлеченное,context sentiment,ru,ru
704,1141,24519.0,Каким словом можно описать состояние молодежи Росатома сегодня?,вовлеченость,1.0,вовлеченность,context sentiment,ru,ru
705,1142,24519.0,Каким словом можно описать состояние молодежи Росатома сегодня?,разрозненные,1.0,разрозненные,context sentiment,ru,ru
706,1145,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,баланс работы и личной жизни,1.0,баланс работы и личной жизни,positives,ru,ru
707,1146,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,безопасность,3.0,безопасность,positives,ru,ru
708,1147,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,безопасность нам её развивать,1.0,безопасность,positives,ru,ru
709,1150,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,в связи с утечкой мозгов,1.0,в связи с утечкой мозгов,neutrals,ru,ru
710,1151,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,вовлечение в спорт,1.0,спорт,neutrals,ru,ru
711,1152,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,корпоративный спорт,1.0,спорт,neutrals,ru,ru
712,1154,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,вовлеченность,1.0,вовлеченность,positives,ru,ru
713,1155,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,волонтёрстао,1.0,волонтёрство,neutrals,ru,ru
714,1156,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,волонтерство,4.0,волонтёрство,neutrals,ru,ru
715,1157,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,волонтёрство,1.0,волонтёрство,neutrals,ru,ru
716,1159,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,длительный туризм,1.0,длительный туризм,neutrals,ru,ru
717,1160,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,донорство,1.0,донорство,neutrals,ru,ru
718,1161,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,изучение иностранных языков,1.0,изучение иностранных языков,neutrals,ru,ru
719,1162,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,информирование,4.0,информирование,neutrals,ru,ru
720,1163,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,карьерный рост,2.0,карьерный рост,positives,ru,ru
721,1164,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,кейс развития компетенций,1.0,профессиональное развитие,positives,ru,ru
722,1165,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,киберспорт,1.0,киберспорт,neutrals,ru,ru
723,1167,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,лидерство,1.0,лидерство,positives,ru,ru
724,1169,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,логистика в отрасли,1.0,логистика в отрасли,neutrals,ru,ru
725,1170,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,люди и города,1.0,люди и города,neutrals,ru,ru
726,1174,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,новые продукты,1.0,новые продукты,neutrals,ru,ru
727,1175,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,обучение навыкам вп,1.0,обучение навыкам вп,neutrals,ru,ru
728,1176,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,оказание первой помощи,1.0,оказание первой помощи,neutrals,ru,ru
729,1178,24521.0,Какие проекты за рамками обозначенных направлений сейчас актуальны для молодежи?,поиск новых сотрудников,1.0,поиск новых сотрудников,neutrals,ru,ru
