,index,in_id,query,answers_text,answers_count,answers_cluster,answers_sentiment,langdetect,langid
544,618,23769.0,Для меня самое важное до конца года...,сохранить спокойствие,1.0,сохранить спокойствие,positives,ru,ru
545,619,23769.0,Для меня самое важное до конца года...,спокойствие,2.0,сохранить спокойствие,positives,ru,ru
546,620,23769.0,Для меня самое важное до конца года...,сохранить темп,1.0,сохранить темп,positives,ru,ru
547,621,23769.0,Для меня самое важное до конца года...,стабильность,1.0,стабильность,positives,ru,ru
548,622,23769.0,Для меня самое важное до конца года...,тз сапэд,1.0,техническое задание сапэд,neutrals,ru,ru
549,623,23831.0,Ваши ассоциации со словом КАЧЕСТВО?,брак,3.0,брак,context sentiment,ru,ru
550,624,23831.0,Ваши ассоциации со словом КАЧЕСТВО?,всё хорошо,1.0,всё хорошо,context cluster,ru,ru
551,625,23831.0,Ваши ассоциации со словом КАЧЕСТВО?,прозрачность,1.0,прозрачность,context sentiment,ru,ru
552,626,24032.0,"Мой город/город, где я живу",балаково,1.0,балаково,neutrals,ru,ru
553,627,24032.0,"Мой город/город, где я живу",волгодонск,1.0,волгодонск,neutrals,ru,ru
554,628,24032.0,"Мой город/город, где я живу",глазов,1.0,глазов,neutrals,ru,ru
555,629,24032.0,"Мой город/город, где я живу",зеленогорск,2.0,зеленогорск,neutrals,ru,ru
556,630,24032.0,"Мой город/город, где я живу",ижевск,1.0,ижевск,neutrals,ru,ru
557,631,24032.0,"Мой город/город, где я живу",костомукша,1.0,костомукша,neutrals,ru,ru
558,632,24032.0,"Мой город/город, где я живу",красногорск,1.0,красногорск,neutrals,ru,ru
559,633,24032.0,"Мой город/город, где я живу",липецк,1.0,липецк,neutrals,ru,ru
560,634,24032.0,"Мой город/город, где я живу",мегион,1.0,мегион,neutrals,ru,ru
561,635,24032.0,"Мой город/город, где я живу",москва,5.0,москва,neutrals,ru,ru
562,636,24032.0,"Мой город/город, где я живу",нерюнгри рс (я),1.0,нерюнгри республика саха якутия,neutrals,ru,ru
563,637,24032.0,"Мой город/город, где я живу",новосибирск,1.0,новосибирск,neutrals,ru,ru
564,638,24032.0,"Мой город/город, где я живу",новый урал,1.0,новый урал,neutrals,ru,ru
565,639,24032.0,"Мой город/город, где я живу",озерск,1.0,озерск,neutrals,ru,ru
566,640,24032.0,"Мой город/город, где я живу",петропавловск-камчатский,1.0,петропавловск камчатский,neutrals,ru,ru
567,641,24032.0,"Мой город/город, где я живу",полярные зори,1.0,полярные зори,neutrals,ru,ru
568,642,24032.0,"Мой город/город, где я живу",семёнов нижегородская область,1.0,семёнов нижегородская область,neutrals,ru,ru
569,643,24032.0,"Мой город/город, где я живу",томск,1.0,томск,neutrals,ru,ru
570,644,24032.0,"Мой город/город, где я живу",усолье-сибирское,2.0,усолье-сибирское,neutrals,ru,ru
571,645,24032.0,"Мой город/город, где я живу",усолье-ясибирское,1.0,усолье-сибирское,neutrals,ru,ru
572,646,24268.0,Что ожидаете от сегодняшнего дня,бодрое,1.0,бодрое,positives,bg,bg
573,648,24268.0,Что ожидаете от сегодняшнего дня,знакомства,3.0,знакомства,neutrals,bg,bg
574,652,24268.0,Что ожидаете от сегодняшнего дня,личное знакомство,1.0,знакомства,neutrals,bg,bg
575,653,24268.0,Что ожидаете от сегодняшнего дня,нетворкинг,3.0,новые контакты,positives,bg,bg
576,655,24268.0,Что ожидаете от сегодняшнего дня,новые знакомства,8.0,знакомства,neutrals,bg,bg
577,657,24268.0,Что ожидаете от сегодняшнего дня,новые контакты и знакомства,1.0,новые контакты,neutrals,bg,bg
578,658,24268.0,Что ожидаете от сегодняшнего дня,новые отношения,1.0,новые контакты,neutrals,bg,bg
579,659,24268.0,Что ожидаете от сегодняшнего дня,новые связи,1.0,новые контакты,neutrals,bg,bg
580,661,24268.0,Что ожидаете от сегодняшнего дня,новых знакомств,1.0,знакомства,neutrals,bg,bg
581,665,24268.0,Что ожидаете от сегодняшнего дня,полезных знакомств,1.0,знакомства,positives,bg,bg
582,669,24268.0,Что ожидаете от сегодняшнего дня,веселье,1.0,веселье,positives,bg,bg
583,670,24268.0,Что ожидаете от сегодняшнего дня,хорошо провести время,1.0,хорошо провести время,positives,bg,bg
584,671,24268.0,Что ожидаете от сегодняшнего дня,вкусняшек:*,1.0,еда,positives,bg,bg
585,673,24268.0,Что ожидаете от сегодняшнего дня,еду,1.0,еда,neutrals,bg,bg
586,674,24268.0,Что ожидаете от сегодняшнего дня,встречи с друзьями,4.0,встречи с друзьями,neutrals,bg,bg
587,675,24268.0,Что ожидаете от сегодняшнего дня,знакомства обменяться опытом,1.0,знакомства,neutrals,bg,bg
588,677,24268.0,Что ожидаете от сегодняшнего дня,знания,5.0,знания,neutrals,bg,bg
589,680,24268.0,Что ожидаете от сегодняшнего дня,информация,2.0,информация,neutrals,bg,bg
590,684,24268.0,Что ожидаете от сегодняшнего дня,новых знаний,4.0,знания,positives,bg,bg
591,686,24268.0,Что ожидаете от сегодняшнего дня,полезная информация,2.0,информация,positives,bg,bg
592,691,24268.0,Что ожидаете от сегодняшнего дня,иной взгляд,1.0,иной взгляд,neutrals,bg,bg
593,692,24268.0,Что ожидаете от сегодняшнего дня,инсайт,1.0,озарение,positives,bg,bg
594,695,24268.0,Что ожидаете от сегодняшнего дня,интересной информации,1.0,информация,positives,bg,bg
595,696,24268.0,Что ожидаете от сегодняшнего дня,интересности,1.0,интересности,positives,bg,bg
596,697,24268.0,Что ожидаете от сегодняшнего дня,интересные идеи,1.0,интересных идей,positives,bg,bg
597,698,24268.0,Что ожидаете от сегодняшнего дня,интересных идей,1.0,интересных идей,positives,bg,bg
598,701,24268.0,Что ожидаете от сегодняшнего дня,интересные коммуникации,1.0,общение,positives,bg,bg
599,702,24268.0,Что ожидаете от сегодняшнего дня,интересных впечатлений,1.0,интересных впечатлений,positives,bg,bg
600,704,24268.0,Что ожидаете от сегодняшнего дня,карьерное развитие,1.0,карьерное развитие,positives,bg,bg
601,709,24268.0,Что ожидаете от сегодняшнего дня,конструктива,1.0,конструктив,positives,bg,bg
602,710,24268.0,Что ожидаете от сегодняшнего дня,легочела (кто понял тот понял),1.0,легочела кто понял тот понял,neutrals,bg,bg
603,711,24268.0,Что ожидаете от сегодняшнего дня,мерч,2.0,символика товара,neutrals,bg,bg
604,712,24268.0,Что ожидаете от сегодняшнего дня,толстовку,2.0,символика товара,neutrals,bg,bg
605,713,24268.0,Что ожидаете от сегодняшнего дня,футболку хочу,1.0,символика товара,neutrals,bg,bg
606,714,24268.0,Что ожидаете от сегодняшнего дня,мерч и еда и поспать,1.0,символика товара,neutrals,bg,bg
607,715,24268.0,Что ожидаете от сегодняшнего дня,мотивация,3.0,мотивация,neutrals,bg,bg
608,717,24268.0,Что ожидаете от сегодняшнего дня,найти себя,1.0,найти себя,neutrals,bg,bg
609,718,24268.0,Что ожидаете от сегодняшнего дня,найти сотрудников,1.0,найти сотрудников,neutrals,bg,bg
610,719,24268.0,Что ожидаете от сегодняшнего дня,направление развития,1.0,направления для развития,positives,bg,bg
611,720,24268.0,Что ожидаете от сегодняшнего дня,направления для развития,1.0,направления для развития,positives,bg,bg
612,721,24268.0,Что ожидаете от сегодняшнего дня,научиться чему-нибудь новому,1.0,новые навыки,neutrals,bg,bg
613,723,24268.0,Что ожидаете от сегодняшнего дня,не знаю,1.0,не знаю,neutrals,bg,bg
614,724,24268.0,Что ожидаете от сегодняшнего дня,новые тенденции,1.0,новые тенденции,neutrals,bg,bg
615,729,24268.0,Что ожидаете от сегодняшнего дня,новое,1.0,новое,neutrals,bg,bg
616,731,24268.0,Что ожидаете от сегодняшнего дня,что-то новое,1.0,новое,neutrals,bg,bg
617,735,24268.0,Что ожидаете от сегодняшнего дня,новых встреч,2.0,новых встреч,neutrals,bg,bg
618,736,24268.0,Что ожидаете от сегодняшнего дня,новых открытий,1.0,новых открытий,positives,bg,bg
619,741,24268.0,Что ожидаете от сегодняшнего дня,общения с професионалами,1.0,общения с профессионалами,positives,bg,bg
620,743,24268.0,Что ожидаете от сегодняшнего дня,получение опыта,1.0,получение опыта,positives,bg,bg
621,744,24268.0,Что ожидаете от сегодняшнего дня,переосмысление,1.0,переосмысление,neutrals,bg,bg
622,745,24268.0,Что ожидаете от сегодняшнего дня,перспективу,1.0,новых возможностей,neutrals,bg,bg
623,747,24268.0,Что ожидаете от сегодняшнего дня,с позитивным настроением,1.0,позитивное настроение,positives,bg,bg
624,748,24268.0,Что ожидаете от сегодняшнего дня,хорошее настроение,1.0,позитивное настроение,positives,bg,bg
625,749,24268.0,Что ожидаете от сегодняшнего дня,полезные кейсы,2.0,полезные решение,positives,bg,bg
626,750,24268.0,Что ожидаете от сегодняшнего дня,преисполниться,1.0,преисполниться,neutrals,bg,bg
627,752,24268.0,Что ожидаете от сегодняшнего дня,призов,1.0,призов,positives,bg,bg
628,753,24268.0,Что ожидаете от сегодняшнего дня,просветления,1.0,озарение,positives,bg,bg
629,754,24268.0,Что ожидаете от сегодняшнего дня,работа,1.0,работа,neutrals,bg,bg
630,755,24268.0,Что ожидаете от сегодняшнего дня,расширение кругозора,1.0,расширение кругозора,positives,bg,bg
631,756,24268.0,Что ожидаете от сегодняшнего дня,революцию,1.0,революцию,neutrals,bg,bg
632,760,24268.0,Что ожидаете от сегодняшнего дня,старые навыки,1.0,старые навыки,neutrals,bg,bg
633,761,24268.0,Что ожидаете от сегодняшнего дня,студентов,1.0,студентов,neutrals,bg,bg
634,764,24268.0,Что ожидаете от сегодняшнего дня,чёрную икру,1.0,чёрную икру,neutrals,bg,bg
635,766,24268.0,Что ожидаете от сегодняшнего дня,эмоций!!!!!!!!!!!!!!!!!!!!!!!!,1.0,эмоций,neutrals,bg,bg
636,767,24268.0,Что ожидаете от сегодняшнего дня,яркие эмоции,1.0,эмоций,positives,bg,bg
637,768,24268.0,Что ожидаете от сегодняшнего дня,я хочу больше узнать об it,1.0,я хочу больше узнать об информационные технологии,neutrals,bg,bg
638,769,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,1. кроссплатформенность,1.0,1 кроссплатформенность,neutrals,ru,ru
639,770,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,big data,2.0,big data,neutrals,ru,ru
640,771,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,embedded,1.0,embedded,neutrals,ru,ru
641,772,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,no code,1.0,no code,neutrals,ru,ru
642,773,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,адаптивность и безопасность,1.0,безопасность,positives,ru,ru
643,774,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,безопасное импортонезависимое,1.0,безопасность,positives,ru,ru
644,775,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,безопасность,1.0,безопасность,positives,ru,ru
645,776,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,бесчеловечный интеллект,1.0,искусственный интеллект,neutrals,ru,ru
646,777,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,ии,7.0,искусственный интеллект,neutrals,ru,ru
647,778,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,искусственный интеллект,3.0,искусственный интеллект,neutrals,ru,ru
648,779,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,больше работы,1.0,больше работы,neutrals,ru,ru
649,780,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,бренд,1.0,бренд,neutrals,ru,ru
650,781,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,будет интересно,1.0,будет интересно,positives,ru,ru
651,782,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,быстрая разработка,1.0,быстрая разработка,neutrals,ru,ru
652,783,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,в ит со школы,1.0,в информационные технологии со школы,neutrals,ru,ru
653,784,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,все в одном,1.0,все в одном,neutrals,ru,ru
654,785,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,встроенные устройства,2.0,встроенные устройства,neutrals,ru,ru
655,786,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,глобализация,1.0,глобализация,neutrals,ru,ru
656,787,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,госиткорпорация,1.0,государственная ит корпорация,neutrals,ru,ru
657,788,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,демонополизация,1.0,демонополизация,neutrals,ru,ru
658,789,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,дополненная реальность,1.0,дополненная реальность,neutrals,ru,ru
659,790,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,единая экосистема,1.0,единая экосистема,neutrals,ru,ru
660,791,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,замена человека в экономике,1.0,замена человека в экономике,neutrals,ru,ru
661,792,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,зона возможностей максимальна,1.0,зона возможностей максимальна,positives,ru,ru
662,793,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,избегание цифры,1.0,избегание цифровизация,neutrals,ru,ru
663,794,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,изменение концепции рабочего м,1.0,изменение концепции рабочего места,neutrals,ru,ru
664,795,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,импортзамещение,1.0,российские продукты,neutrals,ru,ru
665,796,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,импортонезависимость прорыв,1.0,российские продукты,positives,ru,ru
666,797,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,инновации- управление вызовами,1.0,инновации управление вызовами,neutrals,ru,ru
667,798,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,интеграция,1.0,интеграция,neutrals,ru,ru
668,799,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,исключить трайбализм,1.0,исключить трайбализм,positives,ru,ru
669,800,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,ит суверенитет путь на 10 лет,1.0,информационные технологии суверенитет путь на 10 лет,neutrals,ru,ru
670,801,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,ит-курсы заменят университет,1.0,информационные технологии курсы заменят университет,neutrals,ru,ru
671,802,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,квантовые технологии,1.0,квантовые технологии,neutrals,ru,ru
672,803,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,кибербезопасность и ии,1.0,кибербезопасность и искусственный интеллект,neutrals,ru,ru
673,804,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,кибервойны,1.0,кибервойны,neutrals,ru,ru
674,805,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,конкурентные it-продукты,1.0,конкурентные информационные технологии продукты,positives,ru,ru
675,806,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,метавселенная,1.0,метавселенная,neutrals,ru,ru
676,807,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,независимость,4.0,независимость,neutrals,ru,ru
677,808,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,новые технологии,1.0,новые технологии,neutrals,ru,ru
678,809,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,облачные решения,1.0,облачные технологии,neutrals,ru,ru
679,810,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,облачные технологии,1.0,облачные технологии,neutrals,ru,ru
680,811,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,обогнать,1.0,обогнать,neutrals,ru,ru
681,812,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,образование,1.0,образование,neutrals,ru,ru
682,813,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,обучение,1.0,образование,neutrals,ru,ru
683,814,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,обучение в виртуальном простр.,1.0,обучение в виртуальном пространстве,neutrals,ru,ru
684,815,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,объединение усилий,1.0,интеграция,neutrals,ru,ru
685,816,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,окно возможностей,1.0,окно возможностей,positives,ru,ru
686,817,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,осознание,1.0,осознание,positives,ru,ru
687,818,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,осознанность и многофункцион-т,1.0,осознанность и многофункциональность,positives,ru,ru
688,819,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,поддержка ит-предпринимателей,1.0,поддержка информационные технологии предпринимателей,positives,ru,ru
689,820,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,полный удаленный рабочий день,1.0,полный удаленный рабочий день,neutrals,ru,ru
690,821,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,удаленка,1.0,полный удаленный рабочий день,neutrals,ru,ru
691,822,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,приспособляемость к изменениям,1.0,приспособляемость к изменениям,neutrals,ru,ru
692,823,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,прорыв?,1.0,прорыв,neutrals,ru,ru
693,824,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,радиоэлектроника,1.0,радиоэлектроника,neutrals,ru,ru
694,825,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,развитие,1.0,развитие,positives,ru,ru
695,826,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,развитие в тишине!,1.0,развитие в тишине,neutrals,ru,ru
696,827,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,развитие по спирали,1.0,развитие по спирали,neutrals,ru,ru
697,828,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,форсированное развитие,1.0,форсированное развитие,neutrals,ru,ru
698,829,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,ренессанс,1.0,ренессанс,neutrals,ru,ru
699,830,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,роботизация,1.0,роботизация,neutrals,ru,ru
700,831,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,российские продукты,1.0,российские продукты,neutrals,ru,ru
701,832,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,своя продукция,1.0,российские продукты,neutrals,ru,ru
702,833,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,российский магазин по,1.0,российские продукты,neutrals,ru,ru
703,834,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,рост скорости изменений,1.0,рост скорости изменений,positives,ru,ru
704,835,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,самый умный,1.0,самый умный,positives,ru,ru
705,836,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,сегодня 20 лет назад,1.0,сегодня 20 лет назад,neutrals,ru,ru
706,837,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,создание новых продуктов,1.0,создание новых продуктов,neutrals,ru,ru
707,838,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,создать российский бренд  ит,1.0,создать российский бренд информационные технологии,neutrals,ru,ru
708,839,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,стагнация,1.0,стагнация,negatives,ru,ru
709,840,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,стартапы,1.0,стартапы,neutrals,ru,ru
710,841,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,технологический суверинитет,1.0,технологический суверенитет,positives,ru,ru
711,842,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,трайбализм (,1.0,трайбализм,negatives,ru,ru
712,843,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,трудно но интересно,1.0,трудно но интересно,positives,ru,ru
713,844,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,улучшение условий труда,1.0,улучшение условий труда,positives,ru,ru
714,845,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,умение учиться,1.0,умение учиться,neutrals,ru,ru
715,846,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,успех,1.0,успех,positives,ru,ru
716,847,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровая безопасность,1.0,цифровая безопасность,neutrals,ru,ru
717,848,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровизация всех возможных пр,1.0,цифровизация процессов,neutrals,ru,ru
718,849,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровизация процессов,1.0,цифровизация процессов,neutrals,ru,ru
719,850,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровизация обучения,1.0,цифровизация обучения,neutrals,ru,ru
720,851,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровое производство,5.0,цифровое производство,neutrals,ru,ru
721,852,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цифровые платформы,1.0,цифровые платформы,neutrals,ru,ru
722,853,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,цод дома,1.0,центр обработки данных дома,neutrals,ru,ru
723,854,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,экосистема. нейроморфные ит,1.0,экосистема нейроморфные информационные технологии,neutrals,ru,ru
724,855,24270.0,Основной тренд ИТ в будущем. Опишите 1-2 словами.,экспорт it-продуктов,1.0,экспорт информационные технологии продуктов,neutrals,ru,ru
725,856,24295.0,"Напишите свой филиал, структурное подразделение или город",ао фпк г киров,1.0,акционерное общество федеральная пассажирская компания г киров,neutrals,ru,ru
726,857,24295.0,"Напишите свой филиал, структурное подразделение или город",аппарат управления,2.0,аппарат управления,neutrals,ru,ru
727,858,24295.0,"Напишите свой филиал, структурное подразделение или город",брянск,2.0,брянск,neutrals,ru,ru
728,859,24295.0,"Напишите свой филиал, структурное подразделение или город",вагонный участок архангельск,1.0,вагонный участок архангельск,neutrals,ru,ru
729,860,24295.0,"Напишите свой филиал, структурное подразделение или город",восточно- сибирский филиал,1.0,восточно сибирский филиал,neutrals,ru,ru
730,861,24295.0,"Напишите свой филиал, структурное подразделение или город",восточное-сибирский,1.0,восточно сибирский филиал,neutrals,ru,ru
731,862,24295.0,"Напишите свой филиал, структурное подразделение или город",вост-сиб,1.0,восточно сибирский филиал,neutrals,ru,ru
732,863,24295.0,"Напишите свой филиал, структурное подразделение или город",гжа,2.0,горьковский филиал,neutrals,ru,ru
733,864,24295.0,"Напишите свой филиал, структурное подразделение или город",глазов удмуртия,1.0,глазов удмуртия,neutrals,ru,ru
734,865,24295.0,"Напишите свой филиал, структурное подразделение или город",горьковский,1.0,горьковский филиал,neutrals,ru,ru
735,866,24295.0,"Напишите свой филиал, структурное подразделение или город",горьковский филиал,6.0,горьковский филиал,neutrals,ru,ru
736,867,24295.0,"Напишите свой филиал, структурное подразделение или город",екатеригбург,1.0,екатеринбург,neutrals,ru,ru
737,868,24295.0,"Напишите свой филиал, структурное подразделение или город",екатеринбург,1.0,екатеринбург,neutrals,ru,ru
738,869,24295.0,"Напишите свой филиал, структурное подразделение или город",ур.ф г. екатеринбург,1.0,екатеринбург,neutrals,ru,ru
739,870,24295.0,"Напишите свой филиал, структурное подразделение или город",урал,1.0,екатеринбург,neutrals,ru,ru
740,871,24295.0,"Напишите свой филиал, структурное подразделение или город",уральский екатеринбург,1.0,екатеринбург,neutrals,ru,ru
741,872,24295.0,"Напишите свой филиал, структурное подразделение или город",западно-сибирский филиал,1.0,западно сибирский филиал,neutrals,ru,ru
742,873,24295.0,"Напишите свой филиал, структурное подразделение или город",западно-сибирское жа,1.0,западно сибирский филиал,neutrals,ru,ru
743,874,24295.0,"Напишите свой филиал, структурное подразделение или город",кбш филиал г. уфа,1.0,куйбышевский филиал г уфа,neutrals,ru,ru
744,875,24295.0,"Напишите свой филиал, структурное подразделение или город",лвч-14 г.уфа,1.0,куйбышевский филиал г уфа,neutrals,ru,ru
745,876,24295.0,"Напишите свой филиал, структурное подразделение или город",лвч14 куйбышевского филиала,1.0,куйбышевский филиал г уфа,neutrals,ru,ru
746,877,24295.0,"Напишите свой филиал, структурное подразделение или город",уфа,1.0,куйбышевский филиал г уфа,neutrals,ru,ru
747,878,24295.0,"Напишите свой филиал, структурное подразделение или город",красноярск,1.0,красноярск,neutrals,ru,ru
748,879,24295.0,"Напишите свой филиал, структурное подразделение или город",моск лвчд 15,1.0,москва лвчд 15,neutrals,ru,ru
749,880,24295.0,"Напишите свой филиал, структурное подразделение или город",москва,3.0,москва,neutrals,ru,ru
750,881,24295.0,"Напишите свой филиал, структурное подразделение или город",центральный офис,1.0,центральный офис,neutrals,ru,ru
751,882,24295.0,"Напишите свой филиал, структурное подразделение или город",центральный москва,1.0,центральный офис,neutrals,ru,ru
752,883,24295.0,"Напишите свой филиал, структурное подразделение или город",москва(челябинск),1.0,москва челябинск,neutrals,ru,ru
753,884,24295.0,"Напишите свой филиал, структурное подразделение или город",нижний новгород,1.0,горьковский филиал,neutrals,ru,ru
754,885,24295.0,"Напишите свой филиал, структурное подразделение или город",омск,2.0,омск,neutrals,ru,ru
755,886,24295.0,"Напишите свой филиал, структурное подразделение или город",саратов приволжский филиал)),1.0,приволжский,neutrals,ru,ru
756,887,24295.0,"Напишите свой филиал, структурное подразделение или город",приволжский,2.0,приволжский,neutrals,ru,ru
757,888,24295.0,"Напишите свой филиал, структурное подразделение или город",санкт-петербург,1.0,санкт петербург,neutrals,ru,ru
758,889,24295.0,"Напишите свой филиал, структурное подразделение или город",лвч-8,1.0,санкт петербург,neutrals,ru,ru
759,890,24295.0,"Напишите свой филиал, структурное подразделение или город",северо-западный спб,1.0,санкт петербург,neutrals,ru,ru
760,891,24295.0,"Напишите свой филиал, структурное подразделение или город",с-зап санкт-петербург,1.0,санкт петербург,neutrals,ru,ru
761,892,24295.0,"Напишите свой филиал, структурное подразделение или город",смоленск,1.0,смоленск,neutrals,ru,ru
762,893,24295.0,"Напишите свой филиал, структурное подразделение или город",хабаровск,2.0,хабаровск,neutrals,ru,ru
763,894,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,адаптированнос,1.0,адаптированность,neutrals,ru,ru
764,895,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,активность,2.0,активность,positives,ru,ru
765,896,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,активные,1.0,активность,positives,ru,ru
766,897,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,энергичность,3.0,энергичность,positives,ru,ru
767,898,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,энергичный,1.0,энергичность,positives,ru,ru
768,899,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,амбициозность,3.0,амбициозность,positives,ru,ru
769,900,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,вежливость,1.0,вежливость,positives,ru,ru
770,901,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,вера в лучшее,1.0,вера в лучшее,positives,ru,ru
771,902,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,заинтересованный,1.0,заинтересованный,positives,ru,ru
772,903,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,идет в ногу со временем,1.0,идет в ногу со временем,positives,ru,ru
773,904,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,инициатива,1.0,инициативный,neutrals,ru,ru
774,905,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,инициативная,1.0,инициативный,positives,ru,ru
775,906,24298.0,Какие качества свойственны молодому работнику АО «ФПК»?,инициативность,7.0,инициативный,positives,ru,ru
