,index,in_id,query,answers_text,answers_count,langdetect,langid
7798,9813,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,примеры правильного заполнения,1.0,ru,ru
7799,9814,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,сделать более комфортный тайми,1.0,ru,ru
7800,9815,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,тайминг,1.0,ru,ru
7801,9816,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,собираться в таком формат,1.0,ru,ru
7802,9817,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,сократить срок совещания в дво,1.0,ru,ru
7803,9818,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,улучшить качество связи вкс,1.0,ru,ru
7804,9819,21112.0,21. Что на Ваш взгляд можно добавить/изменить в мероприятии?,формат мозгового штурма,1.0,ru,ru
7805,9820,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,все,2.0,ru,ru
7806,9821,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,всё,1.0,ru,ru
7807,9822,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,вск,1.0,ru,ru
7808,9823,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,идентификация рисков,1.0,ru,ru
7809,9824,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,матрицу оценки рисков,1.0,ru,ru
7810,9825,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,работа с рисками,1.0,ru,ru
7811,9826,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,риски,1.0,ru,ru
7812,9827,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,управление рисками,2.0,ru,ru
7813,9828,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,инициирую проект,1.0,ru,ru
7814,9829,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,создание проекта,1.0,ru,ru
7815,9830,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,канбан,4.0,ru,ru
7816,9831,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,канбан-доска,1.0,ru,ru
7817,9832,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,обязательно,1.0,ru,ru
7818,9833,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,определю содержание работ,1.0,ru,ru
7819,9834,21161.0,Что планируете применять из пройденного обучения в ближайшее время?,управлять проектом,1.0,ru,ru
7820,9835,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,адаптация,1.0,ru,ru
7821,9836,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,архетип,1.0,ru,ru
7822,9837,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,бюрократия,2.0,ru,ru
7823,9838,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,вовлечение руководителей,1.0,ru,ru
7824,9839,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,время,1.0,ru,ru
7825,9840,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,дефицит,1.0,ru,ru
7826,9841,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,доверие,1.0,ru,ru
7827,9842,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,желание работать с цифрой,1.0,ru,ru
7828,9843,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,изменение системы,1.0,ru,ru
7829,9844,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,импортозамещение,2.0,ru,ru
7830,9845,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,инертность бюрократии,1.0,ru,ru
7831,9846,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,кадры,1.0,ru,ru
7832,9847,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,компетенции,4.0,ru,ru
7833,9848,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,культурный код,1.0,ru,ru
7834,9849,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,многозадачность,1.0,ru,ru
7835,9850,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,оптимизация процессов,1.0,ru,ru
7836,9851,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,повышение эффективности,1.0,ru,ru
7837,9852,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,развитие,1.0,ru,ru
7838,9853,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,ресурсы,1.0,ru,ru
7839,9854,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,скорость,2.0,ru,ru
7840,9855,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,сопротивление,2.0,ru,ru
7841,9856,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,терпение,1.0,ru,ru
7842,9857,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,цифровая культура,1.0,ru,ru
7843,9858,21184.0,Ваш ключевой вызов в рамках реализации задач по цифровизации?,цифрум как технолог комп,1.0,ru,ru
7844,9859,21237.0,Что для вас значит цифровая культура?,автоматизация,1.0,ru,ru
7845,9860,21237.0,Что для вас значит цифровая культура?,взаимодействие,1.0,ru,ru
7846,9861,21237.0,Что для вас значит цифровая культура?,внутренняя потребность,1.0,ru,ru
7847,9862,21237.0,Что для вас значит цифровая культура?,вовлечение,1.0,ru,ru
7848,9863,21237.0,Что для вас значит цифровая культура?,вовлеченность в цифру,1.0,ru,ru
7849,9864,21237.0,Что для вас значит цифровая культура?,готовность к изменениям,2.0,ru,ru
7850,9865,21237.0,Что для вас значит цифровая культура?,желание внедрять технологии,1.0,ru,ru
7851,9866,21237.0,Что для вас значит цифровая культура?,злость к бумажной рутине,1.0,ru,ru
7852,9867,21237.0,Что для вас значит цифровая культура?,изучение нового,1.0,ru,ru
7853,9868,21237.0,Что для вас значит цифровая культура?,инертность бюрократии,1.0,ru,ru
7854,9869,21237.0,Что для вас значит цифровая культура?,качество,1.0,ru,ru
7855,9870,21237.0,Что для вас значит цифровая культура?,команда,1.0,ru,ru
7856,9871,21237.0,Что для вас значит цифровая культура?,команда идущая к цели,1.0,ru,ru
7857,9872,21237.0,Что для вас значит цифровая культура?,лицом к пользователю,1.0,ru,ru
7858,9873,21237.0,Что для вас значит цифровая культура?,человекоцентричные сервисы,1.0,ru,ru
7859,9874,21237.0,Что для вас значит цифровая культура?,люди,1.0,ru,ru
7860,9875,21237.0,Что для вас значит цифровая культура?,мотивацию,1.0,ru,ru
7861,9876,21237.0,Что для вас значит цифровая культура?,новые бизнес-отношения,1.0,ru,ru
7862,9877,21237.0,Что для вас значит цифровая культура?,осознанность,1.0,ru,ru
7863,9878,21237.0,Что для вас значит цифровая культура?,перестройка,1.0,ru,ru
7864,9879,21237.0,Что для вас значит цифровая культура?,поведение,1.0,ru,ru
7865,9880,21237.0,Что для вас значит цифровая культура?,поиск возможностей,1.0,ru,ru
7866,9881,21237.0,Что для вас значит цифровая культура?,предиктив в процессах,1.0,ru,ru
7867,9882,21237.0,Что для вас значит цифровая культура?,привычка использовать цифру,1.0,ru,ru
7868,9883,21237.0,Что для вас значит цифровая культура?,прозрачность,1.0,ru,ru
7869,9884,21237.0,Что для вас значит цифровая культура?,простые «линейные» процедура,1.0,ru,ru
7870,9885,21237.0,Что для вас значит цифровая культура?,развитие,1.0,ru,ru
7871,9886,21237.0,Что для вас значит цифровая культура?,эволюция,1.0,ru,ru
7872,9887,21237.0,Что для вас значит цифровая культура?,свобода,1.0,ru,ru
7873,9888,21237.0,Что для вас значит цифровая культура?,связи,1.0,ru,ru
7874,9889,21237.0,Что для вас значит цифровая культура?,системность,1.0,ru,ru
7875,9890,21237.0,Что для вас значит цифровая культура?,скорость,1.0,ru,ru
7876,9891,21237.0,Что для вас значит цифровая культура?,стратегия,1.0,ru,ru
7877,9892,21237.0,Что для вас значит цифровая культура?,терпимость,1.0,ru,ru
7878,9893,21237.0,Что для вас значит цифровая культура?,технологии,1.0,ru,ru
7879,9894,21237.0,Что для вас значит цифровая культура?,транслирование цифр возм бз,1.0,ru,ru
7880,9895,21237.0,Что для вас значит цифровая культура?,удаленная работа,1.0,ru,ru
7881,9896,21237.0,Что для вас значит цифровая культура?,удобство,1.0,ru,ru
7882,9897,21237.0,Что для вас значит цифровая культура?,улучшения,1.0,ru,ru
7883,9898,21237.0,Что для вас значит цифровая культура?,установки,1.0,ru,ru
7884,9899,21237.0,Что для вас значит цифровая культура?,ценности,1.0,ru,ru
7885,9900,21237.0,Что для вас значит цифровая культура?,цифровые сотрудники,1.0,ru,ru
7886,9901,21238.0,Что для вас значит цифровая культура?,автоматизация,1.0,ru,ru
7887,9902,21238.0,Что для вас значит цифровая культура?,автоматизация рутины,1.0,ru,ru
7888,9903,21238.0,Что для вас значит цифровая культура?,взаимодействие,1.0,ru,ru
7889,9904,21238.0,Что для вас значит цифровая культура?,взаимоотношение человека и циф,1.0,ru,ru
7890,9905,21238.0,Что для вас значит цифровая культура?,внутрення потребность,1.0,ru,ru
7891,9906,21238.0,Что для вас значит цифровая культура?,вовлечение,1.0,ru,ru
7892,9907,21238.0,Что для вас значит цифровая культура?,вовлечённость в цифру,1.0,ru,ru
7893,9908,21238.0,Что для вас значит цифровая культура?,готовность к изменениям,2.0,ru,ru
7894,9909,21238.0,Что для вас значит цифровая культура?,доверие,1.0,ru,ru
7895,9910,21238.0,Что для вас значит цифровая культура?,желание внедрять технологии,1.0,ru,ru
7896,9911,21238.0,Что для вас значит цифровая культура?,злость к бумажной рутине,1.0,ru,ru
7897,9912,21238.0,Что для вас значит цифровая культура?,изучение нового,1.0,ru,ru
7898,9913,21238.0,Что для вас значит цифровая культура?,инерционность бюрократии,1.0,ru,ru
7899,9914,21238.0,Что для вас значит цифровая культура?,качество,1.0,ru,ru
7900,9915,21238.0,Что для вас значит цифровая культура?,команда,1.0,ru,ru
7901,9916,21238.0,Что для вас значит цифровая культура?,команда идущ-я к цели,1.0,ru,ru
7902,9917,21238.0,Что для вас значит цифровая культура?,лицом к пользователю,1.0,ru,ru
7903,9918,21238.0,Что для вас значит цифровая культура?,человекоцентричные цифр.сервис,1.0,ru,ru
7904,9919,21238.0,Что для вас значит цифровая культура?,люди,1.0,ru,ru
7905,9920,21238.0,Что для вас значит цифровая культура?,мотивация,1.0,ru,ru
7906,9921,21238.0,Что для вас значит цифровая культура?,осознанность,1.0,ru,ru
7907,9922,21238.0,Что для вас значит цифровая культура?,открытость,1.0,ru,ru
7908,9923,21238.0,Что для вас значит цифровая культура?,перестройка,1.0,ru,ru
7909,9924,21238.0,Что для вас значит цифровая культура?,поведение,1.0,ru,ru
7910,9925,21238.0,Что для вас значит цифровая культура?,предиктив процессов,1.0,ru,ru
7911,9926,21238.0,Что для вас значит цифровая культура?,привычка использовать цифр.,1.0,ru,ru
7912,9927,21238.0,Что для вас значит цифровая культура?,прозрачность,1.0,ru,ru
7913,9928,21238.0,Что для вас значит цифровая культура?,простые «линейные»процедур-ы,1.0,ru,ru
7914,9929,21238.0,Что для вас значит цифровая культура?,развитие,1.0,ru,ru
7915,9930,21238.0,Что для вас значит цифровая культура?,эволюция,1.0,ru,ru
7916,9931,21238.0,Что для вас значит цифровая культура?,свобода,1.0,ru,ru
7917,9932,21238.0,Что для вас значит цифровая культура?,связи,1.0,ru,ru
7918,9933,21238.0,Что для вас значит цифровая культура?,синергетический эффект,1.0,ru,ru
7919,9934,21238.0,Что для вас значит цифровая культура?,системность,1.0,ru,ru
7920,9935,21238.0,Что для вас значит цифровая культура?,скорость,4.0,ru,ru
7921,9936,21238.0,Что для вас значит цифровая культура?,стратегия,1.0,ru,ru
7922,9937,21238.0,Что для вас значит цифровая культура?,терпимость,1.0,ru,ru
7923,9938,21238.0,Что для вас значит цифровая культура?,технологии,1.0,ru,ru
7924,9939,21238.0,Что для вас значит цифровая культура?,транслирование цифр.воз. зак-м,1.0,ru,ru
7925,9940,21238.0,Что для вас значит цифровая культура?,удалённая работа,1.0,ru,ru
7926,9941,21238.0,Что для вас значит цифровая культура?,удобство,1.0,ru,ru
7927,9942,21238.0,Что для вас значит цифровая культура?,улучшения,1.0,ru,ru
7928,9943,21238.0,Что для вас значит цифровая культура?,ценности,1.0,ru,ru
7929,9944,21238.0,Что для вас значит цифровая культура?,цифровые сотрудники,1.0,ru,ru
7930,9945,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,беспокойство,1.0,ru,ru
7931,9946,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,тревога,6.0,ru,ru
7932,9947,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,тревожное,1.0,ru,ru
7933,9948,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,тревожность,2.0,ru,ru
7934,9949,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,тревозность,1.0,ru,ru
7935,9950,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,ваккум,1.0,ru,ru
7936,9951,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,инф. вакуум,1.0,ru,ru
7937,9952,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,инфовакуум,1.0,ru,ru
7938,9953,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,недоинформированность,1.0,ru,ru
7939,9954,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,неинформированая,1.0,ru,ru
7940,9955,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,неинформированность,1.0,ru,ru
7941,9956,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,нет информации,1.0,ru,ru
7942,9957,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,вовлеченность,1.0,ru,ru
7943,9958,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,депрессия,2.0,ru,ru
7944,9959,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,единая команда,1.0,ru,ru
7945,9960,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,единство,1.0,ru,ru
7946,9961,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,ждем,1.0,ru,ru
7947,9962,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,невовлеченная,1.0,ru,ru
7948,9963,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,неизвестность,7.0,ru,ru
7949,9964,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,неопределенность,6.0,ru,ru
7950,9965,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,неопределённость,4.0,ru,ru
7951,9966,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,отсутствие ясности,1.0,ru,ru
7952,9967,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,непонимание,3.0,ru,ru
7953,9968,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,нестабильность,2.0,ru,ru
7954,9969,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,организовать надёжный тыл,1.0,ru,ru
7955,9970,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,паника,6.0,ru,ru
7956,9971,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,подавленность,1.0,ru,ru
7957,9972,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,поддержка,1.0,ru,ru
7958,9973,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,потерянность,1.0,ru,ru
7959,9974,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,растеренная,1.0,ru,ru
7960,9975,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,растерянность,7.0,ru,ru
7961,9976,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,собранность,2.0,ru,ru
7962,9977,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,страх,12.0,ru,ru
7963,9978,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,ужас,1.0,ru,ru
7964,9979,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,торг,1.0,ru,ru
7965,9980,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,уверенность,1.0,ru,ru
7966,9981,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,хаос,1.0,ru,ru
7967,9982,21342.0,Каким одним словом можно описать состояние молодежи Росатома?,шок,2.0,ru,ru
7968,9983,21344.0,Моя основная задача как лидера молодежи,быть благодарным,1.0,ru,ru
7969,9984,21344.0,Моя основная задача как лидера молодежи,быть готовым работать с людьми,1.0,ru,ru
7970,9985,21344.0,Моя основная задача как лидера молодежи,быть инициатором,1.0,ru,ru
7971,9986,21344.0,Моя основная задача как лидера молодежи,быть инициатором изменений,1.0,ru,ru
7972,9987,21344.0,Моя основная задача как лидера молодежи,быть коммуникатором,1.0,ru,ru
7973,9988,21344.0,Моя основная задача как лидера молодежи,быть открытым,1.0,ru,ru
7974,9989,21344.0,Моя основная задача как лидера молодежи,быть позитивным,1.0,ru,ru
7975,9990,21344.0,Моя основная задача как лидера молодежи,быть уверенным и спокойным,1.0,ru,ru
7976,9991,21344.0,Моя основная задача как лидера молодежи,соблюдать спокойствие,1.0,ru,ru
7977,9992,21344.0,Моя основная задача как лидера молодежи,сохранение спокойствия и инфор,1.0,ru,ru
7978,9993,21344.0,Моя основная задача как лидера молодежи,сохранять спокойствие,1.0,ru,ru
7979,9994,21344.0,Моя основная задача как лидера молодежи,быть_сильным,1.0,ru,ru
7980,9995,21344.0,Моя основная задача как лидера молодежи,вести людей вперед,1.0,ru,ru
7981,9996,21344.0,Моя основная задача как лидера молодежи,взаимодействие,1.0,ru,ru
7982,9997,21344.0,Моя основная задача как лидера молодежи,включится в штаб,1.0,ru,ru
7983,9998,21344.0,Моя основная задача как лидера молодежи,владеть информацией,1.0,ru,ru
7984,9999,21344.0,Моя основная задача как лидера молодежи,управлять информацией и поддер,1.0,ru,ru
7985,10000,21344.0,Моя основная задача как лидера молодежи,вселить веру в будущее,1.0,ru,ru
7986,10001,21344.0,Моя основная задача как лидера молодежи,дать уверенность,1.0,ru,ru
7987,10002,21344.0,Моя основная задача как лидера молодежи,действовать,1.0,ru,ru
7988,10003,21344.0,Моя основная задача как лидера молодежи,продолжать работать дальше,1.0,ru,ru
7989,10004,21344.0,Моя основная задача как лидера молодежи,жить,2.0,ru,ru
7990,10005,21344.0,Моя основная задача как лидера молодежи,инициатива во встречах с руков,1.0,ru,ru
7991,10006,21344.0,Моя основная задача как лидера молодежи,информация,1.0,ru,ru
7992,10007,21344.0,Моя основная задача как лидера молодежи,информирование,5.0,ru,ru
7993,10008,21344.0,Моя основная задача как лидера молодежи,информировать,3.0,ru,ru
7994,10009,21344.0,Моя основная задача как лидера молодежи,организация информирования,1.0,ru,ru
7995,10010,21344.0,Моя основная задача как лидера молодежи,помочь информацией,1.0,ru,ru
7996,10011,21344.0,Моя основная задача как лидера молодежи,команда,1.0,ru,ru
7997,10012,21344.0,Моя основная задача как лидера молодежи,медиатор,1.0,ru,ru
7998,10013,21344.0,Моя основная задача как лидера молодежи,не допускать паники,1.0,ru,ru
7999,10014,21344.0,Моя основная задача как лидера молодежи,не нагнетать,1.0,ru,ru
8000,10015,21344.0,Моя основная задача как лидера молодежи,не останавливаться,1.0,ru,ru
8001,10016,21344.0,Моя основная задача как лидера молодежи,не прятаться,1.0,ru,ru
8002,10017,21344.0,Моя основная задача как лидера молодежи,неизвестность,1.0,ru,ru
8003,10018,21344.0,Моя основная задача как лидера молодежи,неопределённость,2.0,ru,ru
8004,10019,21344.0,Моя основная задача как лидера молодежи,обучение,1.0,ru,ru
8005,10020,21344.0,Моя основная задача как лидера молодежи,оказать поддержку,1.0,ru,ru
8006,10021,21344.0,Моя основная задача как лидера молодежи,оказать посильную поддержку,1.0,ru,ru
8007,10022,21344.0,Моя основная задача как лидера молодежи,опора,1.0,ru,ru
8008,10023,21344.0,Моя основная задача как лидера молодежи,поддержать,1.0,ru,ru
8009,10024,21344.0,Моя основная задача как лидера молодежи,поддерживать,1.0,ru,ru
8010,10025,21344.0,Моя основная задача как лидера молодежи,поддержка,12.0,ru,ru
8011,10026,21344.0,Моя основная задача как лидера молодежи,помогать,2.0,ru,ru
8012,10027,21344.0,Моя основная задача как лидера молодежи,помочь,1.0,ru,ru
8013,10028,21344.0,Моя основная задача как лидера молодежи,помочь людям,1.0,ru,ru
8014,10029,21344.0,Моя основная задача как лидера молодежи,помочь принять ситуацию,1.0,ru,ru
8015,10030,21344.0,Моя основная задача как лидера молодежи,определить спектр работы мс,1.0,ru,ru
8016,10031,21344.0,Моя основная задача как лидера молодежи,организация,1.0,ru,ru
8017,10032,21344.0,Моя основная задача как лидера молодежи,отвлечение,1.0,ru,ru
8018,10033,21344.0,Моя основная задача как лидера молодежи,план,1.0,ru,ru
8019,10034,21344.0,Моя основная задача как лидера молодежи,эмоции,1.0,ru,ru
8020,10035,21344.0,Моя основная задача как лидера молодежи,прояснять ситуацию,1.0,ru,ru
8021,10036,21344.0,Моя основная задача как лидера молодежи,психолог,1.0,ru,ru
8022,10037,21344.0,Моя основная задача как лидера молодежи,рассказать,1.0,ru,ru
8023,10038,21344.0,Моя основная задача как лидера молодежи,шок,1.0,ru,ru
8024,10039,21344.0,Моя основная задача как лидера молодежи,сплотить социальные группы,1.0,ru,ru
8025,10040,21344.0,Моя основная задача как лидера молодежи,стабилизатор,1.0,ru,ru
8026,10041,21344.0,Моя основная задача как лидера молодежи,страх,1.0,ru,ru
8027,10042,21344.0,Моя основная задача как лидера молодежи,ретрансляция,1.0,ru,ru
8028,10043,21344.0,Моя основная задача как лидера молодежи,транслирование,1.0,ru,ru
8029,10044,21344.0,Моя основная задача как лидера молодежи,транслировать идею росатома,1.0,ru,ru
8030,10045,21344.0,Моя основная задача как лидера молодежи,трансляция,1.0,ru,ru
8031,10046,21350.0,Напишите вашу первую мысль с утра,выключить будильник,1.0,ru,ru
8032,10047,21350.0,Напишите вашу первую мысль с утра,доброе утро,1.0,ru,ru
8033,10048,21350.0,Напишите вашу первую мысль с утра,как выжить,1.0,ru,ru
8034,10049,21350.0,Напишите вашу первую мысль с утра,как здорово что все мы здесь сегодня собрались,1.0,ru,ru
8035,10050,21350.0,Напишите вашу первую мысль с утра,карандаш,1.0,ru,ru
8036,10051,21350.0,Напишите вашу первую мысль с утра,корондаш,1.0,ru,ru
8037,10052,21350.0,Напишите вашу первую мысль с утра,класно,1.0,ru,ru
8038,10053,21350.0,Напишите вашу первую мысль с утра,миру мир,1.0,ru,ru
8039,10054,21350.0,Напишите вашу первую мысль с утра,мобилизация,1.0,ru,ru
8040,10055,21350.0,Напишите вашу первую мысль с утра,опять,1.0,ru,ru
8041,10056,21350.0,Напишите вашу первую мысль с утра,опять осень,1.0,ru,ru
8042,10057,21350.0,Напишите вашу первую мысль с утра,опять пасмурно,1.0,ru,ru
8043,10058,21350.0,Напишите вашу первую мысль с утра,пиво,1.0,ru,ru
8044,10059,21350.0,Напишите вашу первую мысль с утра,поспать бы еще,1.0,ru,ru
8045,10060,21350.0,Напишите вашу первую мысль с утра,хочу спать,1.0,ru,ru
8046,10061,21350.0,Напишите вашу первую мысль с утра,проснулся,1.0,ru,ru
8047,10062,21350.0,Напишите вашу первую мысль с утра,работа,1.0,ru,ru
8048,10063,21350.0,Напишите вашу первую мысль с утра,сколько же их еще там…,1.0,ru,ru
8049,10064,21350.0,Напишите вашу первую мысль с утра,скорее бы этот кошмар прошел,1.0,ru,ru
8050,10065,21350.0,Напишите вашу первую мысль с утра,утречко,3.0,ru,ru
8051,10066,21350.0,Напишите вашу первую мысль с утра,утро,2.0,ru,ru
8052,10098,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),английский наконец-то),1.0,ru,ru
8053,10099,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),английский),1.0,ru,ru
8054,10100,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),много английского,1.0,ru,ru
8055,10101,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),боливия,1.0,ru,ru
8056,10102,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),взаимодействие,2.0,ru,ru
8057,10103,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),переговоры,2.0,ru,ru
8058,10104,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),вовлечение каждого участия,1.0,ru,ru
8059,10105,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),всё,1.0,ru,ru
8060,10106,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),дискуссии,1.0,ru,ru
8061,10107,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),дружелюбность,1.0,ru,ru
8062,10108,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),командная работа,1.0,ru,ru
8063,10109,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),многозадачность,1.0,ru,ru
8064,10110,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),мозговой штурм,1.0,ru,ru
8065,10111,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),неожиданные повороты в этапах.,1.0,ru,ru
8066,10112,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),опоненты,1.0,ru,ru
8067,10113,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),ответственность,2.0,ru,ru
8068,10114,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),позитивность,1.0,ru,ru
8069,10115,21505.0,Что вам запомнилось во время игры больше всего? (опишите одним словом),сложность,1.0,ru,ru
8070,10116,21571.0,С чем у Вас ассоциируется прошедшая сессия?,ice braking,1.0,ru,ru
8071,10117,21571.0,С чем у Вас ассоциируется прошедшая сессия?,в начале пути,1.0,ru,ru
8072,10118,21571.0,С чем у Вас ассоциируется прошедшая сессия?,начало большого пути,1.0,ru,ru
8073,10119,21571.0,С чем у Вас ассоциируется прошедшая сессия?,путь,1.0,ru,ru
8074,10120,21571.0,С чем у Вас ассоциируется прошедшая сессия?,видение отсутствия связаности,1.0,ru,ru
8075,10121,21571.0,С чем у Вас ассоциируется прошедшая сессия?,видение цели задачи стратегия,1.0,ru,ru
8076,10122,21571.0,С чем у Вас ассоциируется прошедшая сессия?,координация действий на будуще,1.0,ru,ru
8077,10123,21571.0,С чем у Вас ассоциируется прошедшая сессия?,стратегия,4.0,ru,ru
8078,10124,21571.0,С чем у Вас ассоциируется прошедшая сессия?,вовлеченность,1.0,ru,ru
8079,10125,21571.0,С чем у Вас ассоциируется прошедшая сессия?,впереди много работы,1.0,ru,ru
8080,10126,21571.0,С чем у Вас ассоциируется прошедшая сессия?,встреча,1.0,ru,ru
8081,10127,21571.0,С чем у Вас ассоциируется прошедшая сессия?,дискуссия,1.0,ru,ru
8082,10128,21571.0,С чем у Вас ассоциируется прошедшая сессия?,дополнительная информация д,1.0,ru,ru
8083,10129,21571.0,С чем у Вас ассоциируется прошедшая сессия?,душевная обстановка,1.0,ru,ru
8084,10130,21571.0,С чем у Вас ассоциируется прошедшая сессия?,знакомство,1.0,ru,ru
8085,10131,21571.0,С чем у Вас ассоциируется прошедшая сессия?,иттерепсно,1.0,ru,ru
8086,10132,21571.0,С чем у Вас ассоциируется прошедшая сессия?,критика,1.0,ru,ru
8087,10133,21571.0,С чем у Вас ассоциируется прошедшая сессия?,мозговой штурм,2.0,ru,ru
8088,10134,21571.0,С чем у Вас ассоциируется прошедшая сессия?,не зря,1.0,ru,ru
8089,10135,21571.0,С чем у Вас ассоциируется прошедшая сессия?,общение непосредственное,1.0,ru,ru
8090,10136,21571.0,С чем у Вас ассоциируется прошедшая сессия?,общение с сопережив-ми людьми,1.0,ru,ru
8091,10137,21571.0,С чем у Вас ассоциируется прошедшая сессия?,объединение кб,1.0,ru,ru
8092,10138,21571.0,С чем у Вас ассоциируется прошедшая сессия?,осень,1.0,ru,ru
8093,10139,21571.0,С чем у Вас ассоциируется прошедшая сессия?,панда,1.0,ru,ru
